Company,Title,Rating,Work/Life Balance,Benefit,Security,Culture
Symantec,Software Engineer Trainee,5.00,2.50,2.50,3.25,3.50
Symantec,Software Engineering Intern,4.67,3.50,4.00,3.17,3.17
Symantec,Software Intern,5.00,3.50,4.00,3.00,4.00
Symantec,Software Test Engineer,4.00,4.00,3.00,4.00,3.00
Symantec,Sourcing Buyer/Global Operations Support,4.00,2.50,3.50,2.50,4.00
Symantec,Sr Engineer,5.00,3.50,3.00,3.00,3.50
Symantec,Sr Principal IT Business Analyst/Project Manager,4.00,3.50,2.50,1.00,3.00
Symantec,Sr Software Engineer,4.00,5.00,5.00,4.00,2.00
Symantec,Sr Technical Support Engineer,5.00,3.00,5.00,3.00,5.00
Symantec,Sr UI Designer,3.00,3.50,5.00,4.00,2.00
Symantec,Sr. Account Manager/Compliance,5.00,4.00,4.00,3.50,3.00
Symantec,Sr. Business Analyst,5.00,2.00,4.50,5.00,1.50
Symantec,Sr. Collection Analyst,4.00,2.50,3.50,3.00,4.00
Symantec,Sr. Communications Specialist,5.00,2.50,4.50,4.00,3.50
Symantec,Sr. Contracts Coordinator,4.00,2.00,4.50,4.00,4.50
Symantec,Sr. Corporate Counsel,4.00,3.00,3.33,3.33,2.67
Symantec,Sr. Director Marketing Operations,3.00,3.00,4.50,3.50,5.00
Symantec,Sr. Director Product Management,4.00,3.00,4.00,4.00,1.50
Symantec,Sr. Director SQA Engineering,4.00,3.00,4.50,3.50,2.50
Symantec,Sr. Executive Assistant,5.00,3.75,3.75,3.00,4.00
Symantec,Sr. Financial Analyst Corporate FP&A,3.00,3.00,4.00,3.00,3.50
Symantec,Sr. Manager HR Business Partner,4.00,4.50,4.50,1.50,2.00
Symantec,Sr. Manager of Development,4.00,4.00,2.00,5.00,2.00
Symantec,Sr. Order and Business Ops Admin Services Manager,4.00,3.00,5.00,1.00,4.00
Symantec,Sr. Prin. Program Manager Partner Operations,5.00,3.00,5.00,4.00,4.50
Symantec,Sr. Principal Database Administrator,3.00,2.50,4.50,4.50,4.00
Symantec,Sr. Product Marketing Manager,4.00,3.75,3.50,3.00,4.50
Symantec,Sr. Program Manager,5.00,3.50,3.50,3.50,3.50
Symantec,Sr. Project Manager,5.00,5.00,5.00,4.00,2.00
Symantec,Sr. Release/OPS Manager,5.00,4.50,4.50,4.50,4.00
Symantec,Sr. SQA Engineer,3.00,2.50,2.50,4.00,2.50
Symantec,Sr. Software Engineer,5.00,3.00,4.50,3.50,3.50
Symantec,Sr. Technical Support Engineer,3.00,3.50,4.50,3.50,2.50
Symantec,Support Engineer,4.00,4.00,2.00,2.50,2.50
Symantec,Symantec BI implementation,5.00,3.00,4.50,3.50,3.50
Symantec,Symantec Principal Backline TSE,3.00,3.00,2.00,4.00,5.00
Symantec,Systems Engineer,2.00,2.00,4.00,2.00,5.00
Symantec,Systems Storage Engineer -- Business Critical,2.00,3.00,3.50,3.00,4.00
Symantec,TRUST SERVICES TEAM - Territory Account Manager,3.00,3.00,3.50,4.00,2.50
Symantec,Team Coordinator / Escalations Facilitator,4.00,3.00,3.00,3.00,4.00
Symantec,Tech Support Engineer,4.00,2.50,2.50,3.00,3.50
Symantec,Tech Support Lab Administrator,5.00,4.67,3.00,3.33,3.67
Symantec,Technical Account Manager,5.00,2.50,5.00,1.50,2.50
Symantec,Technical Product Manager eDiscovery,5.00,2.50,4.00,3.50,2.00
Symantec,Technical Project Manager,3.00,3.50,3.50,3.00,2.00
Symantec,Technical Support,4.00,3.67,4.67,3.67,4.67
Symantec,Technical Support Analyst,4.00,4.50,4.50,2.50,3.50
Symantec,Technical Support Engineer,4.07,3.87,3.13,3.47,3.20
Symantec,Technical Support Engineer / Clustering SME,4.00,4.50,3.25,4.00,2.75
Symantec,Technical Support Engineer II,4.00,5.00,2.50,3.00,2.50
Symantec,Technical Support Specialist 3,4.00,5.00,3.00,3.00,2.00
Symantec,Technicial Support Engineer,5.00,3.67,3.33,2.67,3.33
Symantec,Telephone & Online Support - Technical Writer,3.00,3.00,3.33,3.33,3.67
Symantec,Territory Manager,2.00,2.50,2.50,3.00,3.50
Symantec,Vendor Manager Quality and Training - APJ Region,4.00,3.00,1.00,2.00,4.00
Symantec,VeriSign Technical Support Analyst,4.00,3.00,4.50,4.50,3.50
Symantec,Video and Graphic Design Lead,4.00,2.50,2.00,2.00,4.00
Symantec,Workday Integration Consultant,5.00,4.00,1.00,2.00,2.00
Symantec,f,4.00,4.00,2.00,4.50,3.00
Symantec,o Handle Manager Escalation,3.00,3.50,3.00,3.75,3.25
Symantec,support / Mandarin Translator,3.00,3.50,4.00,2.00,3.50
Synopsys,Admin Assistant,4.00,3.00,4.00,3.00,2.00
Synopsys,Analog IC Designer,5.00,4.50,3.00,3.50,4.00
Synopsys,Analyst,3.00,5.00,3.00,5.00,2.00
Synopsys,Applications Engineer,4.00,3.00,2.33,2.00,3.00
Synopsys,Business Analyst and Project Management Associate,5.00,1.00,2.00,2.00,2.00
Synopsys,CAE Manager,4.00,4.00,5.00,2.00,3.00
Synopsys,Cooperate Application Engineering Manager,5.00,5.00,2.50,3.00,3.50
Synopsys,Corporate Accounting Supervisor,5.00,3.00,4.50,3.50,3.50
Synopsys,Customer Applications Intern,5.00,2.00,4.00,5.00,5.00
Synopsys,Customer Service,3.00,3.00,4.00,2.00,3.00
Synopsys,Customer Support Engineer,5.00,4.00,3.00,5.00,2.00
Synopsys,Field Applications Engineer,2.00,3.00,5.00,4.50,3.00
Synopsys,Group Marketing Communications Manager,3.00,4.00,2.00,3.50,4.50
Synopsys,HR Administrative Assistant,4.00,2.00,3.00,2.50,2.50
Synopsys,IT End User Manager,5.00,1.00,5.00,4.00,4.00
Synopsys,Intern,5.00,1.00,2.00,3.00,1.00
Synopsys,Lead Applications/Product/QA/Test Engineer,5.00,4.50,2.50,4.50,1.00
Synopsys,Manager Information Technology,5.00,5.00,4.00,3.00,2.00
Synopsys,Platforms Marketing - Partner Relations Manager,5.00,2.50,3.50,3.50,1.50
Synopsys,R&D Engineer,5.00,4.50,3.50,4.50,3.50
Synopsys,Receptionist,5.00,3.50,4.50,2.00,3.50
Synopsys,SAP Technical Analyst,2.00,3.50,4.50,3.00,2.50
Synopsys,SR QA II Engineer,2.00,2.00,3.50,2.50,4.00
Synopsys,Sales Support,4.00,3.50,3.00,3.50,2.50
Synopsys,Senior Credit/Collection Analyst,3.00,2.00,4.00,3.00,2.00
Synopsys,Senior Events Manager,5.00,3.50,2.50,3.00,3.00
Synopsys,Senior Manager,5.00,2.00,2.50,3.50,1.50
Synopsys,Senior R&D Engineer,3.00,4.00,3.00,4.00,3.00
Synopsys,Senior Release Engineer,4.00,4.50,2.50,3.50,3.50
Synopsys,Senior Software R&D Engineer,5.00,3.00,3.67,3.00,3.00
Synopsys,Senior Web Application Engineer,3.00,3.50,1.50,3.50,3.00
Synopsys,Software engineer,5.00,2.00,5.00,4.00,3.00
Synopsys,Sourcing Specialist,4.00,5.00,3.00,5.00,4.00
Synopsys,Sr. Network Engineer,4.00,2.00,2.00,3.00,4.00
Synopsys,Sr. System Administrator,4.00,5.00,5.00,5.00,4.00
Synopsys,Staff Field Applications Engineer,5.00,1.00,4.00,4.00,5.00
Synopsys,TRAINING ADMINISTRATOR (CONTRACTOR),5.00,4.50,2.00,3.00,2.50
Synopsys,Technical Intern,4.00,4.00,2.00,4.00,4.00
Synopsys,Territory Account Manager,5.00,3.00,4.50,2.00,5.00
Synopsys,Verification Engineer Intern (R&D),3.00,5.00,4.00,5.00,5.00
Synopsys,Vice President Enterprise Information Solutions,5.00,3.00,5.00,3.00,4.00
TD-Garden,Bull Gang Crew Member,4.00,3.00,1.50,1.50,2.50
TD-Garden,Bullgang,5.00,3.50,5.00,3.50,2.00
TD-Garden,Concession Stand Associate - Sport Services,5.00,3.00,4.50,4.50,2.00
TD-Garden,Concessions,3.00,2.75,3.25,4.00,3.50
TD-Garden,Concessions Stand Attendant,3.00,4.00,3.00,4.00,4.50
TD-Garden,Cook/Prep,4.00,2.50,3.50,3.50,2.50
TD-Garden,Day Crew,1.00,4.00,2.50,3.50,2.50
TD-Garden,Dedicated hard worker,5.00,3.50,3.00,3.50,3.00
TD-Garden,Food Runner,4.00,3.00,2.50,4.50,5.00
TD-Garden,General Manager Sportsevice,4.00,4.00,4.00,3.50,3.50
TD-Garden,Part Time - Seasonal,5.00,2.50,5.00,4.50,2.50
TD-Garden,Premium Club Prep cook,5.00,3.50,1.50,3.50,2.50
TD-Garden,StadiumVision Operator,4.00,3.00,3.00,4.00,4.50
TD-Garden,Usher / Event Staff,5.00,3.00,3.00,3.00,1.00
TD-Garden,Usher Guest Service,5.00,3.50,4.00,3.00,3.00
TD-Garden,Usher/Ticket Taker,4.00,4.00,3.00,3.50,3.50
TD-Garden,Warehouse Associate,5.00,2.00,4.00,2.00,2.00
TD-Garden,cashier concession helper,5.00,3.50,4.00,2.50,3.00
Takeda-Pharmaceuticals,Account Executive,4.00,2.00,2.00,4.00,3.00
Takeda-Pharmaceuticals,Accounts Payable Supervisor,5.00,1.50,2.50,3.00,3.50
Takeda-Pharmaceuticals,Analytical Development,5.00,2.00,4.00,3.00,5.00
Takeda-Pharmaceuticals,Analytical Development & Biologics,4.00,2.50,2.50,1.50,4.00
Takeda-Pharmaceuticals,Application Lead / SAP HCM Specialist,4.00,3.50,4.00,4.00,2.50
Takeda-Pharmaceuticals,Associate Scientific Director Program Management,4.00,4.00,4.00,2.00,2.00
Takeda-Pharmaceuticals,Biologics Development Intern,4.00,4.00,3.50,4.00,3.50
Takeda-Pharmaceuticals,Business Analyst,4.00,3.00,4.00,3.00,2.00
Takeda-Pharmaceuticals,Claims Administrator,4.00,2.50,3.00,4.00,2.50
Takeda-Pharmaceuticals,Clinical Data Manager consultant,4.00,4.50,3.50,5.00,2.50
Takeda-Pharmaceuticals,Compensation and Benefits Administrator,3.00,3.50,2.50,3.50,3.00
Takeda-Pharmaceuticals,Contract/Pricing Manager,4.00,3.50,2.00,3.50,2.00
Takeda-Pharmaceuticals,Contractor from Delta Pharma,3.00,3.00,4.00,3.67,3.67
Takeda-Pharmaceuticals,Diabetes Care Specialist,4.00,3.00,2.00,3.50,4.00
Takeda-Pharmaceuticals,Diabetes Sales Representative,3.00,5.00,3.00,5.00,5.00
Takeda-Pharmaceuticals,Director Strategic Pricing & Reimbursement,4.00,4.50,3.50,3.00,3.50
Takeda-Pharmaceuticals,District Manager,5.00,3.33,4.33,3.33,2.67
Takeda-Pharmaceuticals,District Sales Manager,2.20,3.20,2.60,3.80,3.60
Takeda-Pharmaceuticals,District Sales Manager Minnesota Wisconsin,5.00,3.00,2.50,3.00,2.50
Takeda-Pharmaceuticals,District Trainer and Professional Sales Rep,3.00,4.50,2.50,4.00,2.00
Takeda-Pharmaceuticals,District manager,5.00,4.00,4.50,3.00,3.50
Takeda-Pharmaceuticals,Engineer,3.00,5.00,5.00,1.00,3.00
Takeda-Pharmaceuticals,Executive Administrative Assistant,4.00,2.50,3.00,4.00,4.50
Takeda-Pharmaceuticals,Executive Coordinator Patient Advocacy Group,5.00,2.00,3.00,4.00,1.00
Takeda-Pharmaceuticals,Field Sales Representative,4.00,4.00,4.00,3.00,3.00
Takeda-Pharmaceuticals,Food Scientist,5.00,3.33,4.00,4.00,3.33
Takeda-Pharmaceuticals,Former employee,2.00,4.50,4.50,3.00,3.00
Takeda-Pharmaceuticals,Global Submission Manager,5.00,4.50,2.50,4.00,2.50
Takeda-Pharmaceuticals,Intern,4.00,3.00,3.00,4.00,3.00
Takeda-Pharmaceuticals,Intern - Structural Biology,4.00,3.33,2.33,2.00,3.33
Takeda-Pharmaceuticals,Inventory Planning Manager,5.00,2.00,1.00,3.00,4.00
Takeda-Pharmaceuticals,July 2007-Present,5.00,4.00,3.50,3.00,2.00
Takeda-Pharmaceuticals,Manager Global Procurement,4.00,4.50,4.00,5.00,5.00
Takeda-Pharmaceuticals,Manager I Asset Management,4.00,5.00,3.00,4.00,2.00
Takeda-Pharmaceuticals,Manager II,5.00,3.50,3.00,2.50,1.50
Takeda-Pharmaceuticals,Manager Managed Markets Leadership Development,1.00,2.00,5.00,4.00,4.00
Takeda-Pharmaceuticals,Marketing,4.00,2.50,3.50,5.00,2.50
Takeda-Pharmaceuticals,Medical Safety Physician/ Medical Safety Reviewer,3.00,2.50,4.50,2.50,2.50
Takeda-Pharmaceuticals,Medical Specialist,4.00,2.33,4.67,3.33,2.67
Takeda-Pharmaceuticals,Medical Transcriptionist,5.00,4.00,2.00,4.00,2.00
Takeda-Pharmaceuticals,OUTSOURCING /CONTRACTS MANAGER,4.00,3.00,3.50,4.50,4.50
Takeda-Pharmaceuticals,PROFESSIONAL SALES REPRESENTATIVE,4.33,4.33,2.67,3.67,3.33
Takeda-Pharmaceuticals,PV Specialist,3.00,3.50,2.00,3.50,2.50
Takeda-Pharmaceuticals,Pharmaceutical Sales Rep,5.00,3.00,2.00,2.00,5.00
Takeda-Pharmaceuticals,Pharmaceutical Sales Representative,4.73,3.64,3.09,3.82,3.00
Takeda-Pharmaceuticals,Pharmaceutical Sales Specialist,4.00,3.00,5.00,3.00,3.50
Takeda-Pharmaceuticals,Pharmacovigilance Specialist,5.00,1.00,1.00,3.00,5.00
Takeda-Pharmaceuticals,Planner/Buyer,1.00,5.00,4.00,3.00,5.00
Takeda-Pharmaceuticals,Primary Care District Sales Manager,4.00,3.50,2.00,4.50,5.00
Takeda-Pharmaceuticals,Principal Toxicologist,3.00,3.50,3.00,4.00,3.50
Takeda-Pharmaceuticals,Professional Pharmaceutical Sales Representative,4.00,4.50,4.00,2.50,2.00
Takeda-Pharmaceuticals,Professional Sales Representative,4.04,3.14,3.11,3.39,3.46
Takeda-Pharmaceuticals,Professional Sales representative,4.50,4.00,3.25,3.75,2.75
Takeda-Pharmaceuticals,Project Manager Manufacturing Engineer,4.00,3.00,3.64,3.21,3.36
Takeda-Pharmaceuticals,Quality Assurance Manager,5.00,2.00,3.00,3.00,3.00
Takeda-Pharmaceuticals,Quality Control Analyst I,5.00,3.00,2.00,2.00,3.00
Takeda-Pharmaceuticals,Randstad Pharma Contractor,3.00,2.00,4.50,5.00,4.00
Takeda-Pharmaceuticals,Records Technician (Contract),5.00,1.00,5.00,4.00,3.00
Takeda-Pharmaceuticals,Region Head Human Resources Asia,5.00,2.50,3.50,2.50,5.00
Takeda-Pharmaceuticals,Regional Account Manager,4.00,4.00,2.50,1.50,4.00
Takeda-Pharmaceuticals,Regional Specialty Account Manager,4.00,1.50,3.50,3.50,3.50
Takeda-Pharmaceuticals,Research Associate,5.00,3.00,3.00,5.00,5.00
Takeda-Pharmaceuticals,SENIOR PROFESSIONAL SALES REPRESENTATIVE,5.00,4.50,4.50,3.00,3.00
Takeda-Pharmaceuticals,SENIOR SALES PROFESSIONAL Southeastern MA,4.00,5.00,2.00,2.00,3.00
Takeda-Pharmaceuticals,SR. LOGISTICS MATERIAL COORDINATOR,5.00,3.00,4.00,4.00,2.00
Takeda-Pharmaceuticals,Sales,3.00,4.00,4.00,3.00,2.00
Takeda-Pharmaceuticals,Sales Rep,3.00,2.00,4.50,3.00,3.00
Takeda-Pharmaceuticals,Sales Representative,2.54,3.62,3.23,2.77,3.38
Takeda-Pharmaceuticals,Sales Representative - Diabetes Specialist,4.00,4.50,2.50,3.00,2.50
Takeda-Pharmaceuticals,Sales Specialist,3.00,4.00,4.00,2.67,4.00
Takeda-Pharmaceuticals,Security Officer,3.00,4.00,4.00,2.00,5.00
Takeda-Pharmaceuticals,Senior Administrative Assistant,4.00,3.00,3.00,4.00,4.50
Takeda-Pharmaceuticals,Senior Administrative Assistant (Contract),5.00,3.00,2.50,2.50,2.50
Takeda-Pharmaceuticals,Senior Clinical Science Liaison,5.00,4.50,2.00,2.00,4.00
Takeda-Pharmaceuticals,Senior District Sales Manager,4.67,4.00,3.00,2.33,3.00
Takeda-Pharmaceuticals,Senior Pharmaceutical Sales Representative,4.00,3.50,3.00,3.50,3.50
Takeda-Pharmaceuticals,Senior Professional Sales Representative,3.50,3.50,4.00,3.50,3.75
Takeda-Pharmaceuticals,Senior Purchasing Coordinator Contract,4.00,2.00,3.00,5.00,5.00
Takeda-Pharmaceuticals,Senior Research Associate,4.00,3.67,3.33,2.67,3.67
Takeda-Pharmaceuticals,Senior Sales Manager,5.00,4.00,4.00,3.00,4.00
Takeda-Pharmaceuticals,Senior Sales Professional,4.00,5.00,5.00,3.00,2.00
Takeda-Pharmaceuticals,Senior Sales Representative,3.44,3.75,3.12,3.31,3.56
Takeda-Pharmaceuticals,Senior Sales Representative Primary Care,5.00,3.00,3.50,3.00,2.00
Takeda-Pharmaceuticals,Senior Sales Representative-Diabetes Specialist,3.00,2.00,4.00,4.00,2.00
Takeda-Pharmaceuticals,Senior Sample Support Sales Associate,4.00,4.00,5.00,4.00,4.00
Takeda-Pharmaceuticals,Specialty Account Manager,4.00,2.50,4.00,3.50,1.50
Takeda-Pharmaceuticals,Specialty Representative,1.00,3.00,2.00,4.00,3.00
Takeda-Pharmaceuticals,Specialty Sales Representative,5.00,2.50,1.50,4.50,3.00
Takeda-Pharmaceuticals,Sr Director,4.00,3.00,3.00,2.00,2.00
Takeda-Pharmaceuticals,Sr Exec Admin/Project Coordinator to 3 V.P's,5.00,3.67,2.33,3.33,4.67
Takeda-Pharmaceuticals,Sr RA,4.00,3.00,4.00,3.00,4.00
Takeda-Pharmaceuticals,Sr. Administrative Assistant,4.00,4.00,3.33,3.33,2.33
Takeda-Pharmaceuticals,Sr. Administrative Professional,5.00,3.50,3.00,1.00,2.50
Takeda-Pharmaceuticals,Sr. Employee Resource Center,4.00,3.00,1.00,3.50,4.00
Takeda-Pharmaceuticals,Sr. Research Associate DMPK Bioanalytical,5.00,2.50,3.00,2.50,3.50
Takeda-Pharmaceuticals,Sr. Risk Management Analyst,5.00,3.00,4.00,3.00,4.50
Takeda-Pharmaceuticals,Sr. Sales Representative,3.00,4.00,3.00,2.50,1.00
Takeda-Pharmaceuticals,Sr. Sales and Marketing Trainer,3.00,3.00,3.00,5.00,5.00
Takeda-Pharmaceuticals,Sr. Sample Operations Project Manager,4.00,5.00,4.00,5.00,4.00
Takeda-Pharmaceuticals,Sr. Specialty Sales Representative,4.00,3.00,4.00,5.00,2.00
Takeda-Pharmaceuticals,Statistics Intern,4.00,4.00,2.50,4.00,1.50
Takeda-Pharmaceuticals,Strategic Sourcing Specialist,4.00,4.00,3.50,3.00,2.50
Takeda-Pharmaceuticals,Technical Operations Intern,4.00,3.50,3.50,2.50,3.00
Takeda-Pharmaceuticals,Territory Manager,3.80,2.60,3.60,3.40,3.40
Takeda-Pharmaceuticals,Toddler Teacher,5.00,4.00,2.50,5.00,3.00
Takeda-Pharmaceuticals,Training Leader/Seasoned Sales Executive,3.00,3.33,3.67,3.67,3.33
Takeda-Pharmaceuticals,Training intern,4.00,2.67,3.67,3.33,3.00
Takeda-Pharmaceuticals,Vice President Drug Development,4.00,3.00,2.00,4.00,3.00
Takeda-Pharmaceuticals,financial analyst,4.00,2.50,5.00,2.00,2.00
Takeda-Pharmaceuticals,stat,3.00,3.50,3.50,2.50,2.50
Talbots-Inc-,2nd key Assistant Store Manager,5.00,3.33,4.00,3.33,3.33
Talbots-Inc-,ASSISTANT MANAGER,3.00,3.00,3.00,3.50,4.50
Talbots-Inc-,ASSISTANT MANAGER/VISUAL MANAGER,3.00,3.00,3.00,3.00,3.00
Talbots-Inc-,ASSISTANT STORE MANAGER,4.00,3.50,2.00,3.50,3.00
Talbots-Inc-,AUTHORIZATION SPECIALIST,4.00,3.00,2.50,4.00,2.00
Talbots-Inc-,Account Manager,1.00,4.50,3.00,4.00,4.50
Talbots-Inc-,Accounting Operations Intern,4.00,3.50,3.17,3.67,4.00
Talbots-Inc-,Analyst,3.00,2.67,3.67,2.67,4.33
Talbots-Inc-,Area Manager,5.00,4.50,2.00,3.50,3.00
Talbots-Inc-,Area Manager - Store Manager - Assistant Manager,4.00,2.00,3.00,3.00,3.00
Talbots-Inc-,Assisant Store Manager,4.00,4.00,1.50,3.50,4.50
Talbots-Inc-,Assistant Manager,3.98,3.52,3.02,3.05,3.36
Talbots-Inc-,Assistant Manager (Sales and Operations),4.00,3.00,4.00,4.00,3.00
Talbots-Inc-,Assistant Manager (full-time),5.00,4.00,4.50,4.00,3.50
Talbots-Inc-,Assistant Manager- Full Time,3.00,3.67,3.33,4.67,3.00
Talbots-Inc-,Assistant Manager- Operations,4.00,2.00,2.00,4.00,3.00
Talbots-Inc-,Assistant Sales Manager,3.14,3.14,3.71,3.14,3.43
Talbots-Inc-,Assistant Store Manager,3.82,3.55,3.18,3.18,2.73
Talbots-Inc-,Assistant Store Manger,2.80,3.40,3.20,3.40,4.20
Talbots-Inc-,Assistant Store Operations Manager,5.00,1.50,2.50,5.00,3.00
Talbots-Inc-,Assistant manager,5.00,2.00,2.00,3.50,3.50
Talbots-Inc-,Associate,5.00,4.00,1.33,3.33,3.67
Talbots-Inc-,Associate Buyer,2.00,3.67,4.33,3.00,3.67
Talbots-Inc-,Associate Manager/Sales Associate,4.00,4.00,3.00,3.33,2.67
Talbots-Inc-,Associate Store Manager,4.00,3.00,3.67,3.67,4.00
Talbots-Inc-,Asst Manager,4.00,3.67,2.00,3.33,3.00
Talbots-Inc-,Asst. Store Manager,4.00,4.00,3.00,3.00,3.00
Talbots-Inc-,Asst. Store Mgr,3.00,2.67,3.33,3.67,4.00
Talbots-Inc-,Authorization Specialist,4.00,4.67,3.33,3.67,3.00
Talbots-Inc-,Cashier/Sales Clerk,1.00,3.50,3.50,2.50,2.00
Talbots-Inc-,Catalog Sales Representative,2.00,3.00,3.00,4.00,4.00
Talbots-Inc-,Client Service Specialist,3.00,1.00,4.00,1.00,3.00
Talbots-Inc-,Client Specialist,2.00,3.75,2.75,3.25,4.00
Talbots-Inc-,Client Specialist (Management),4.00,4.00,1.00,3.00,3.00
Talbots-Inc-,Co Manager,3.67,3.67,3.67,3.00,2.33
Talbots-Inc-,Co- Manager,4.40,4.20,3.00,4.40,3.60
Talbots-Inc-,Co-Manager,2.33,3.67,3.50,2.33,3.67
Talbots-Inc-,Customer Relations Associate,4.00,3.67,3.33,3.33,2.33
Talbots-Inc-,Customer Sales Associate,4.00,5.00,5.00,2.00,4.00
Talbots-Inc-,Customer Service Associate,2.00,3.00,2.00,3.00,3.00
Talbots-Inc-,Customer Service Rep,5.00,3.50,3.00,1.50,3.50
Talbots-Inc-,Customer Service Representative,3.67,4.50,3.00,3.50,3.00
Talbots-Inc-,Customer Service Specialist,5.00,3.00,2.50,3.50,2.50
Talbots-Inc-,Customer Service and Sales Representative,4.00,4.50,2.50,4.00,2.50
Talbots-Inc-,Customer service / stocker,4.00,3.00,4.00,2.67,3.67
Talbots-Inc-,Desk Associate/Sales Associate/Communications,4.00,2.00,2.50,2.00,3.50
Talbots-Inc-,Enterprise Service Desk Analyst,4.00,3.50,4.00,3.00,4.50
Talbots-Inc-,Financial Analyst,4.00,3.00,3.67,3.33,3.00
Talbots-Inc-,Floor Associate,5.00,3.50,2.50,2.50,3.00
Talbots-Inc-,Freelance Fabric Assistant for Woven's and Knits,5.00,3.67,2.33,2.67,4.33
Talbots-Inc-,Freelance Production Coordinator for Sweaters,4.00,2.00,5.00,4.00,2.50
Talbots-Inc-,Full time Assistant Manager/Client Specialist,4.00,3.00,3.00,3.67,3.33
Talbots-Inc-,GENERAL MANAGER,3.00,3.00,2.33,3.33,3.00
Talbots-Inc-,GENERAL MANAGER - LEARNING STORE MANAGER,4.00,5.00,5.00,5.00,3.00
Talbots-Inc-,General Manager,2.50,3.00,3.50,2.75,3.75
Talbots-Inc-,Inside customer service and sales representative,3.00,3.50,1.50,4.00,3.00
Talbots-Inc-,Inventory Control Clerk/Customer Service,3.00,4.50,3.00,3.50,3.00
Talbots-Inc-,Key Holder,5.00,2.67,3.00,2.33,2.67
Talbots-Inc-,Key Holder/Sales Lead,3.00,3.00,3.00,4.00,3.33
Talbots-Inc-,Key Leader and Retail Sales,4.00,3.33,2.67,3.33,4.33
Talbots-Inc-,Key holder/Sales Associate,4.00,2.00,3.50,1.50,5.00
Talbots-Inc-,Lead Sales Supervisor,3.00,2.00,3.00,1.00,2.50
Talbots-Inc-,Lead Visual,5.00,2.67,3.67,3.00,2.33
Talbots-Inc-,Lead/Supervisor Support Research Team,3.00,4.50,3.50,4.50,3.50
Talbots-Inc-,Loft Assistant Manager,3.00,4.00,4.00,3.50,4.50
Talbots-Inc-,Loss Prevention Officer,5.00,4.50,2.00,3.00,3.50
Talbots-Inc-,Manager,3.89,3.67,3.78,3.56,3.56
Talbots-Inc-,Manager - Store Design,4.00,3.50,2.00,5.00,2.50
Talbots-Inc-,Multi-Unit Manager,4.00,4.00,3.67,3.33,4.67
Talbots-Inc-,Operations Supervisor,3.00,4.00,4.00,4.00,3.00
Talbots-Inc-,Packer,5.00,4.33,4.00,4.00,3.00
Talbots-Inc-,Part-Time Sales Associate,4.00,4.00,3.00,2.50,4.50
Talbots-Inc-,Part-Time Stylist,3.00,4.00,2.00,3.50,2.50
Talbots-Inc-,Part-time Sales Associate,4.00,2.00,3.50,4.00,1.50
Talbots-Inc-,Part-time sales associate,5.00,4.50,3.00,2.50,4.00
Talbots-Inc-,Personal Shopper,5.00,4.00,5.00,4.00,4.00
Talbots-Inc-,Programmer,5.00,3.00,2.67,2.00,3.67
Talbots-Inc-,Replenishment Associate,2.00,3.00,4.00,1.00,2.00
Talbots-Inc-,Research and Support Associate,1.00,4.67,2.67,4.00,3.67
Talbots-Inc-,Retail Intern,4.00,3.00,3.00,2.00,3.00
Talbots-Inc-,Retail Sales Associate,4.67,2.67,4.17,2.50,3.67
Talbots-Inc-,Retail Sales Associate/ Stock Room Manager,5.00,4.50,3.00,3.00,3.50
Talbots-Inc-,SAILSBURY MD,4.00,3.75,4.25,2.75,3.75
Talbots-Inc-,SALES ASSOCIATE,4.00,4.50,4.00,4.00,5.00
Talbots-Inc-,SALES ASSOCIATE/DESK ASSOCIATE,5.00,2.67,3.67,4.00,3.00
Talbots-Inc-,SALES MANAGER/KEYHOLDER,2.00,2.67,2.67,2.67,3.67
Talbots-Inc-,STORE MANAGER,5.00,2.50,4.50,3.50,3.00
Talbots-Inc-,Sales Associate,4.09,3.40,3.36,3.14,3.26
Talbots-Inc-,Sales Associate / Cashier,5.00,3.50,4.00,3.50,3.50
Talbots-Inc-,Sales Associate Cashier Internet and Web Support,5.00,2.00,3.50,4.00,3.50
Talbots-Inc-,Sales Associate and Cashier,1.00,4.00,4.00,2.00,2.00
Talbots-Inc-,Sales Associate/ Data Entry,3.00,3.33,3.67,3.67,3.67
Talbots-Inc-,Sales Associate/Cashier,2.50,4.00,3.00,3.75,4.00
Talbots-Inc-,Sales Associate/Cashier/Customer Service,5.00,3.00,5.00,4.00,3.00
Talbots-Inc-,Sales Associate/Customer Service,5.00,3.00,2.50,3.00,4.00
Talbots-Inc-,Sales Associate/Interim Key Holder,4.00,3.50,3.00,3.50,4.00
Talbots-Inc-,Sales Associate/Key Holder,5.00,3.00,1.50,5.00,3.00
Talbots-Inc-,Sales Associate/Sales Support,4.00,3.33,3.00,3.33,3.00
Talbots-Inc-,Sales Associates,3.00,3.00,2.33,3.67,3.00
Talbots-Inc-,Sales Assoicate & Stylist,5.00,3.67,3.33,2.67,4.00
Talbots-Inc-,Sales Clerk,5.00,2.50,3.00,3.50,3.00
Talbots-Inc-,Sales Consultant - Part-time,4.00,2.33,3.33,2.67,1.67
Talbots-Inc-,Sales Customer Service and Credit Agent,3.00,4.00,4.50,4.00,2.00
Talbots-Inc-,Sales Supervisor,5.00,4.00,2.67,3.33,3.33
Talbots-Inc-,Sales Support,4.33,3.33,3.00,3.33,3.83
