,Company,Title,Location,Rating,Work/Life Balance,Benefit,Security,Culture
6961,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,3,5,3,4
6962,Schneider-Electric,Accounts Payable Supervisor,Lexington,5.0,3,3,3,3
6963,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,3,4,4,3
6964,Schneider-Electric,Senior Payroll Administrator,Lexington,1.0,3,5,5,5
6965,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,3,3,3,4
6966,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,5,5,5,5
6967,Schneider-Electric,Power Systems Engineering - Intern,Lexington,4.0,3,4,4,4
6968,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,5,5,5,5
6969,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,3,5,3,3
6970,Schneider-Electric,QA and Project Management Responsibilities,Greater_Boston_Area,4.0,2,4,4,3
6971,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,2,4,4,4
6972,Schneider-Electric,QA and Project Management Responsibilities,Greater_Boston_Area,4.0,4,5,4,5
6973,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,3,5,3,4
6974,Schneider-Electric,SAP Technical Solution Architect,Greater_Boston_Area,5.0,3,5,4,5
6975,Schneider-Electric,Senior Payroll Administrator,Lexington,1.0,3,5,2,3
6976,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,1,3,none,1
6977,Schneider-Electric,SAP Technical Solution Architect,Greater_Boston_Area,5.0,3,5,3,5
6978,Schneider-Electric,Senior Payroll Administrator,Lexington,1.0,5,5,5,5
6979,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,3,5,5,4
6980,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,5,5,5,5
6981,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,5,5,5,5
6982,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,4,5,5,5
6983,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,4,4,4,3
6984,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,2,5,3,2
6985,Schneider-Electric,Manufacturing Assembler,Lexington,3.0,4,4,5,4
6986,Schneider-Electric,Assembly Line Worker,Lexington,5.0,4,5,5,5
6987,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,2,3,4,3
6988,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,4,5,4,3
6989,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,5,5,5,5
6990,Schneider-Electric,Assembly Line Worker,Lexington,5.0,4,4,none,4
6991,Schneider-Electric,Manufacturing Supervisor/Engineer,Lexington,4.0,4,5,5,4
6992,Schneider-Electric,Manufacturing Assembler,Lexington,3.0,1,none,none,none
6993,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,4,5,5,5
6994,Schneider-Electric,Assembly Line Worker,Lexington,5.0,4,4,none,4
6995,Schneider-Electric,Manufacturing Supervisor/Engineer,Lexington,4.0,4,5,3,4
6996,Schneider-Electric,Manufacturing Assembler,Lexington,3.0,3,5,5,4
6997,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,3,4,4,3
6998,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,4,5,3,5
6999,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,5,5,none,5
7000,Schneider-Electric,Marketing Producer,Greater_Boston_Area,4.0,5,5,5,5
7001,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,4,none,none,4
7002,Schneider-Electric,Marketing Producer,Greater_Boston_Area,4.0,none,5,none,none
7003,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,5,5,5,5
7004,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,3,4,3,3
7005,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,5,5,none,none
7006,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,2,none,3,none
7007,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,none,none,5,4
7008,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,none,5,4,none
7009,Schneider-Electric,Assembly Line Worker,Lexington,5.0,none,none,none,3
7010,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,none,none,5,5
7011,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,none,3,none,3
7012,Schneider-Electric,Manufacturing Supervisor,Lexington,4.0,5,none,none,none
7013,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,4,none,5,none
7014,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,3,5,4,4
7015,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,4,5,5,4
7016,Schneider-Electric,Assembly Line Worker,Lexington,5.0,5,5,5,5
7017,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,2,none,none,none
7018,Schneider-Electric,Assembly Line Worker,Lexington,5.0,2,5,3,3
7019,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,none,5,none,5
7020,Schneider-Electric,lead facilty technician,Lexington,4.0,none,none,none,5
7021,Schneider-Electric,Production Supervisor,Lexington,3.0,3,none,none,none
7022,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,2,none,none,none
7023,Schneider-Electric,lead facilty technician,Lexington,4.0,none,5,5,none
7024,Schneider-Electric,Production Supervisor,Lexington,3.0,none,5,none,4
7025,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,4,5,4,4
7026,Schneider-Electric,Manufacturing Supervisor,Lexington,4.0,none,none,4,none
7027,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,none,5,none,4
7028,Schneider-Electric,Manufacturing Supervisor,Lexington,4.0,none,4,none,none
7029,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,3,5,none,none
7030,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,none,4,none,none
7031,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,5,5,5,5
7032,Schneider-Electric,Accounts Payable Specialist,Lexington,3.0,3,5,4,4
7033,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,5,5,5,5
7034,Schneider-Electric,Accounts Payable Specialist,Lexington,3.0,3,none,2,none
7035,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,4,5,4,4
7036,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,none,5,none,none
7037,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,1,3,3,2
7038,Schneider-Electric,Senior Firmware Engineer,Greater_Boston_Area,4.0,4,5,4,4
7039,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,none,none,none,none
7040,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,none,5,5,none
7041,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,none,none,2,none
7042,Schneider-Electric,"Software Test Engineer, Expert",Greater_Boston_Area,3.0,2,5,none,none
7043,Search Fund Accelerator,Analyst Intern,Greater_Boston_Area,5.0,4,5,none,none
7044,Search Fund Accelerator,Analyst Intern,Greater_Boston_Area,3.0,5,5,none,none
7045,Search Fund Accelerator,Analyst Intern,Greater_Boston_Area,5.0,2,4,none,3
7046,Search Fund Accelerator,Analyst Intern,Greater_Boston_Area,3.0,3,5,none,none
7047,Search-Fund-Accelerator,Analyst Intern,Greater_Boston_Area,5.0,4,5,5,5
7048,Search-Fund-Accelerator,Analyst Intern,Greater_Boston_Area,3.0,1,4,3,3
7049,Search-Fund-Accelerator,Analyst Intern,Greater_Boston_Area,5.0,2,5,3,2
7050,Search-Fund-Accelerator,Analyst Intern,Greater_Boston_Area,3.0,4,5,5,4
7051,Shawmut-Design-and-Construction,Executive Assistant CLO/CIO,Greater_Boston_Area,5.0,none,none,none,3
7052,Shawmut-Design-and-Construction,Assistant Project Manager,Greater_Boston_Area,3.0,5,5,5,5
7053,Shawmut-Design-and-Construction,Office Assistant,Greater_Boston_Area,3.0,none,5,none,3
7054,Shawmut-Design-and-Construction,Software Development Manager,Greater_Boston_Area,4.0,3,none,3,none
7055,Shawmut-Design-and-Construction,Project Manager/Estimator,Greater_Boston_Area,5.0,4,none,none,none
7056,Shawmut-Design-and-Construction,Executive Assistant CLO/CIO,Greater_Boston_Area,5.0,none,5,none,4
7057,Shawmut-Design-and-Construction,Assistant Project Manager,Greater_Boston_Area,3.0,4,5,none,none
7058,Shawmut-Design-and-Construction,Office Assistant,Greater_Boston_Area,3.0,2,none,none,2
7059,Shawmut-Design-and-Construction,Software Development Manager,Greater_Boston_Area,4.0,none,none,none,4
7060,Shawmut-Design-and-Construction,Project Manager/Estimator,Greater_Boston_Area,5.0,none,4,3,none
7061,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,none,5,5
7062,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,none,none,4
7063,Siemens,Materials Management,Danvers,4.0,none,none,5,5
7064,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,none,4,none
7065,Siemens,Materials Management,Danvers,4.0,5,5,4,5
7066,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,1,4,none,none
7067,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,5,5
7068,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,none,5,none
7069,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,5,5,none
7070,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,none,5,4
7071,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,5,4,3
7072,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,5,none,5
7073,Siemens,Materials Management,Danvers,4.0,3,5,5,5
7074,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,none,none,none
7075,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,none,none,5
7076,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,4,4
7077,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,5,5
7078,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,2,none,5,none
7079,Siemens,"Director, Software Engineering",Greater_Boston_Area,3.0,none,none,4,4
7080,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,none,4,none
7081,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,4,4,none
7082,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,4,4,4
7083,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,none,5,none
7084,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,none,4,none
7085,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,none,none,none
7086,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,5,none,none
7087,Siemens,Inside Sales Representative,Plymouth,3.0,3,5,4,3
7088,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,4,4,4
7089,Siemens,Data Entry,Plymouth,3.0,5,1,5,5
7090,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,5,5,5
7091,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,5,5
7092,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,5,4,5
7093,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,5,4,4
7094,Siemens,"Director, Software Engineering",Greater_Boston_Area,3.0,1,5,3,none
7095,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,4,4,4
7096,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,4,4,4
7097,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,3,4,5
7098,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,5,5
7099,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,5,5,5
7100,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,4,5,4
7101,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,5,5
7102,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,4,5,5
7103,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,5,5,3
7104,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,4,4,4
7105,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,5,5,5
7106,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,5,5,4
7107,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,3,5,4
7108,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,4,4
7109,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,5,5
7110,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,none,5
7111,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,2,4,4,2
7112,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,4,4
7113,Siemens,Internship,Worcester,5.0,4,4,5,4
7114,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,5,5
7115,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,4,4
7116,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,5,none,4
7117,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,4,none,4
7118,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,3,4,4
7119,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,3,5,4
7120,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,2,5,4,4
7121,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,3,4,4
7122,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,4,4,4
7123,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,4,3,4
7124,Siemens,Site Services Shift Lead,Greater_Boston_Area,3.0,3,5,5,3
7125,Siemens,Fluid Engineer,Worcester,4.0,3,5,5,4
7126,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,4,4
7127,Siemens,chemical laboratory technician,Greater_Boston_Area,5.0,4,5,5,5
7128,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,4,none,4
7129,Siemens,chemical laboratory technician,Greater_Boston_Area,5.0,3,5,3,2
7130,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,4,4,4
7131,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,none,4
7132,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,4,4
7133,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,5,5
7134,Siemens,"Senior Manager, Customer Care",Plymouth,3.0,3,5,4,4
7135,Siemens,Fluid Engineer,Worcester,4.0,4,5,4,4
7136,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,4,none,4
7137,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,none,5,none
7138,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,2,none,5,none
7139,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,5,5,5
7140,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,4,4,4
7141,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,5,4,4
7142,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,4,4,4
7143,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,5,4,5
7144,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,5,none,4
7145,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,4,none,3
7146,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,5,none,5
7147,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,5,none,5
7148,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,1,4,none,3
7149,Siemens,Business Developer,Greater_Boston_Area,4.0,4,4,none,5
7150,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,4,none,4
7151,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,4,none,4
7152,Siemens,Product Marketing Manager,Danvers,4.0,5,5,none,5
7153,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,none,none,4
7154,Siemens,Product Marketing Manager,Danvers,4.0,4,none,none,4
7155,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,none,none,4
7156,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,4,5,none
7157,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,3,none,3,none
7158,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,none,5,4
7159,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,none,4,none
7160,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,none,4,none
7161,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,1,2,2,2
7162,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,2,3,none,none
7163,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,1,5,1,3
7164,Siemens,"Senior Manager, Customer Care",Plymouth,3.0,3,2,3,4
7165,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,4,4,4
7166,Siemens,"Senior Manager, Customer Care",Plymouth,3.0,2,1,2,3
7167,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,2,5,5
7168,Siemens,Site Services Shift Lead,Greater_Boston_Area,3.0,5,5,4,5
7169,Siemens,Sr. Civil Engineer,Worcester,5.0,5,5,5,5
7170,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,none,none,5
7171,Siemens,Site Services Shift Lead,Greater_Boston_Area,3.0,none,4,none,none
7172,Siemens,Sr. Civil Engineer,Worcester,5.0,none,4,none,5
7173,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,5,5,5
7174,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,1,none,none
7175,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,4,4,4
7176,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,none,4,none
7177,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,5,5,5
7178,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,none,none,4
7179,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,3,none,none
7180,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,none,3,none,5
7181,Siemens,chemical laboratory technician,Greater_Boston_Area,5.0,5,5,5,5
7182,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,4,3,3,4
7183,Siemens,Business Developer,Greater_Boston_Area,4.0,none,none,4,3
7184,Siemens,INSIDE SALES REP,Greater_Boston_Area,5.0,5,4,5,4
7185,Siemens,chemical laboratory technician,Greater_Boston_Area,5.0,5,none,none,none
7186,Silicon Valley Bank,Associate,Greater_Boston_Area,5.0,4,4,none,none
7187,Silicon Valley Bank,Structured Finance Intern,Greater_Boston_Area,5.0,3,3,4,4
7188,Silicon Valley Bank,Associate,Greater_Boston_Area,5.0,none,4,4,none
7189,Silicon Valley Bank,Relationship Manager,Greater_Boston_Area,5.0,1,1,3,2
7190,Silicon-Valley-Bank,Associate,Greater_Boston_Area,5.0,5,5,5,5
7191,Silicon-Valley-Bank,Structured Finance Intern,Greater_Boston_Area,5.0,none,4,none,none
7192,Silicon-Valley-Bank,Associate,Greater_Boston_Area,5.0,none,5,none,5
7193,Silicon-Valley-Bank,Relationship Manager,Greater_Boston_Area,5.0,3,2,3,3
7194,Simon-Property-Group,Marketing Intern,Greater_Boston_Area,5.0,3,3,4,3
7195,Simon-Property-Group,Marketing Intern,Greater_Boston_Area,5.0,2,3,3,4
7196,Smith & Nephew,"Director, R&D",Greater_Boston_Area,1.0,1,4,3,3
7197,Smith & Nephew,"Director, R&D",Greater_Boston_Area,1.0,5,5,5,5
7198,Smith & Nephew,"Director, R&D",Greater_Boston_Area,1.0,3,4,3,3
7199,Smith---Nephew,"Director, R&D",Greater_Boston_Area,1.0,2,1,2,3
7200,Smith---Nephew,"Director, R&D",Greater_Boston_Area,1.0,5,3,5,5
7201,Smith---Nephew,"Director, R&D",Greater_Boston_Area,1.0,5,3,3,3
7202,Stantec,Environmental Scientist,Greater_Boston_Area,2.0,1,none,none,1
7203,State-Street,"Assistant Vice President, Training",Greater_Boston_Area,4.0,3,3,4,4
7204,State-Street,Manager,Greater_Boston_Area,2.0,5,5,5,5
7205,State-Street,Operations Specialist,Greater_Boston_Area,3.0,5,5,5,5
7206,State-Street,"Associate 1, Cash Processing Accountant",Greater_Boston_Area,2.0,4,4,4,4
7207,State-Street,Portfolio Manager,Greater_Boston_Area,3.0,4,3,3,3
7208,State-Street,Vice President HR,Greater_Boston_Area,3.0,5,5,4,5
7209,State-Street,Vice President of Business Development,Greater_Boston_Area,1.0,3,5,5,5
7210,State-Street,"Cash, Custody & Trades Associate",Greater_Boston_Area,4.0,4,2,3,5
7211,State-Street,Pricing Analyst II,Greater_Boston_Area,3.0,4,4,4,4
7212,State-Street,Assistant Vice President,Greater_Boston_Area,4.0,5,5,4,5
7213,State-Street,Senior Associate,Greater_Boston_Area,2.0,2,1,3,2
7214,State-Street,"Client Service, Associate",Greater_Boston_Area,4.0,none,5,5,5
7215,State-Street,SFDC Administrator/Developer,Greater_Boston_Area,5.0,3,5,4,4
7216,State-Street,Application Developer,Greater_Boston_Area,3.0,4,5,5,4
7217,State-Street,Asset Manager Services,Greater_Boston_Area,2.0,5,4,4,5
7218,State-Street,Associate,Greater_Boston_Area,4.0,5,4,5,5
7219,State-Street,"Assistant Vice President, Training",Greater_Boston_Area,4.0,4,5,4,5
7220,State-Street,Quantextual Research Fellow (Internship),Greater_Boston_Area,5.0,4,3,4,4
7221,State-Street,Custody&Fund Account Specialist Client Operations,Greater_Boston_Area,3.0,5,5,5,5
7222,State-Street,IT Network Technician,Greater_Boston_Area,5.0,4,3,4,4
7223,State-Street,Portfolio Manager,Greater_Boston_Area,3.0,4,4,4,4
7224,State-Street,Operations Analyst,Greater_Boston_Area,5.0,4,3,4,4
7225,State-Street,Operations Specialist,Greater_Boston_Area,3.0,4,5,5,5
7226,State-Street,Pricing Analyst II,Greater_Boston_Area,3.0,4,3,4,4
7227,State-Street,Regulatory Specialist,Greater_Boston_Area,3.0,5,4,5,5
7228,State-Street,IIS Product Strategy Summer Intern,Greater_Boston_Area,5.0,2,3,3,2
7229,State-Street,Project Manager,Greater_Boston_Area,4.0,4,4,3,3
7230,State-Street,Assistant Vice President,Greater_Boston_Area,4.0,5,4,5,5
7231,State-Street,SVP,Greater_Boston_Area,2.0,5,none,5,5
7232,State-Street,Vice President HR,Greater_Boston_Area,3.0,5,5,5,5
7233,State-Street,ETF Operations Associate,Greater_Boston_Area,3.0,3,2,2,3
7234,State-Street,Shareholder Operation Specialist,Greater_Boston_Area,5.0,5,4,5,5
7235,State-Street,Test Engineer,Greater_Boston_Area,4.0,5,5,4,5
7236,State-Street,Senior Trade Processor,Greater_Boston_Area,3.0,5,4,5,5
7237,State-Street,"Assistant Vice President, Training",Greater_Boston_Area,4.0,5,5,5,5
7238,State-Street,"Senior Associate, Securities Valuation",Greater_Boston_Area,3.0,2,3,5,4
7239,State-Street,Vice President of Business Development,Greater_Boston_Area,1.0,5,4,4,5
7240,State-Street,SSGS Bank Loan Specialist,Greater_Boston_Area,1.0,4,3,3,4
7241,State-Street,Manager,Greater_Boston_Area,2.0,5,5,5,5
7242,State-Street,Quantextual Research Fellow (Internship),Greater_Boston_Area,5.0,4,3,none,4
7243,State-Street,IIS Product Strategy Summer Intern,Greater_Boston_Area,5.0,4,3,3,3
7244,State-Street,Fund Accountant,Greater_Boston_Area,4.0,2,2,2,4
7245,State-Street,Assistant Vice President,Greater_Boston_Area,4.0,4,4,2,4
7246,State-Street,Asset Manager Services,Greater_Boston_Area,2.0,3,3,4,4
7247,State-Street,Account Manager/Senior Lead,Greater_Boston_Area,4.0,5,4,5,5
7248,State-Street,SFDC Administrator/Developer,Greater_Boston_Area,5.0,4,4,4,4
7249,State-Street,Knowledge Manager & SharePoint/Collaborate Manager,Greater_Boston_Area,5.0,none,none,none,none
7250,State-Street,Financial Planning & Analysis - Finance Manager,Greater_Boston_Area,2.0,5,5,5,5
7251,State-Street,HR Coordinator/Recruiter,Greater_Boston_Area,1.0,3,1,3,4
7252,State-Street,Portfolio Accountant,Greater_Boston_Area,3.0,5,3,4,4
7253,State-Street,Operations Analyst,Greater_Boston_Area,5.0,5,5,5,5
7254,State-Street,Capital Market Accounting Co-op,Greater_Boston_Area,5.0,4,5,4,5
7255,State-Street,"Assistant Vice President, Training",Greater_Boston_Area,4.0,5,3,3,5
7256,State-Street,Client Service Specialist,Greater_Boston_Area,3.0,5,5,4,4
7257,State-Street,Manager,Greater_Boston_Area,2.0,3,2,3,4
7258,State-Street,CLIENT CASH SPECIALIST,Greater_Boston_Area,3.0,3,3,3,3
7259,State-Street,Pricing Analyst,Greater_Boston_Area,2.0,5,5,5,5
7260,State-Street,Associate,Greater_Boston_Area,4.0,5,3,5,4
7261,State-Street,Fixed Income Analyst,Greater_Boston_Area,3.0,5,5,5,5
7262,State-Street,Intern,Greater_Boston_Area,5.0,5,5,5,5
7263,State-Street,Asset Manager Services,Greater_Boston_Area,2.0,5,4,4,4
7264,State-Street,"Associate 1, Cash Processing Accountant",Greater_Boston_Area,2.0,2,3,1,2
7265,State-Street,"Financial Analyst, Officer- IT Division",Greater_Boston_Area,4.0,3,4,2,4
7266,State-Street,"Senior Associate, Securities Valuation",Greater_Boston_Area,3.0,5,5,5,5
7267,State-Street,Application Developer,Greater_Boston_Area,3.0,5,5,none,5
7268,State-Street,Price Team Contractor,Greater_Boston_Area,5.0,3,3,3,4
7269,State-Street,"Client Service, Associate",Greater_Boston_Area,4.0,4,4,4,4
7270,State-Street,Income Specialist,Greater_Boston_Area,5.0,4,3,4,4
7271,State-Street,Assistant Vice President,Greater_Boston_Area,4.0,4,3,5,4
7272,State-Street,"Assistant Vice President, Training",Greater_Boston_Area,4.0,4,3,5,4
7273,State-Street,Client Service Specialist,Greater_Boston_Area,3.0,5,5,5,5
7274,State-Street,Manager,Greater_Boston_Area,2.0,5,4,4,4
7275,State-Street,CLIENT CASH SPECIALIST,Greater_Boston_Area,3.0,5,3,4,4
7276,State-Street,Pricing Analyst,Greater_Boston_Area,2.0,4,3,4,4
7277,State-Street,Associate,Greater_Boston_Area,4.0,5,5,5,5
7278,State-Street,Fixed Income Analyst,Greater_Boston_Area,3.0,4,4,4,4
7279,State-Street,Intern,Greater_Boston_Area,5.0,5,4,5,4
7280,State-Street,Asset Manager Services,Greater_Boston_Area,2.0,5,3,none,5
7281,State-Street,"Associate 1, Cash Processing Accountant",Greater_Boston_Area,2.0,4,4,4,4
7282,State-Street,"Financial Analyst, Officer- IT Division",Greater_Boston_Area,4.0,4,5,4,5
7283,State-Street,"Senior Associate, Securities Valuation",Greater_Boston_Area,3.0,4,4,4,5
7284,State-Street,Application Developer,Greater_Boston_Area,3.0,5,5,5,5
